,STATION,YEAR,MONTH,DATE,PRCP,TMAX,TMIN,LONGITUDE,LATITUDE,ELEVATION,RANGE_HIGH,RANGE_LOW,RANGE_OVERALL,RANGE_MID,SST
37,GHCND:US1SCBK0016,2014,2,2014-02-28,0.54,,,-80.135,33.0347,24.1,,,,,20.61999931335449
38,GHCND:US1SCBK0016,2014,3,2014-03-31,1.12,,,-80.135,33.0347,24.1,,,,,21.75599899291992
39,GHCND:US1SCBK0016,2014,4,2014-04-30,2.45,,,-80.135,33.0347,24.1,,,,,21.255999755859374
40,GHCND:US1SCBK0016,2014,5,2014-05-31,2.14,,,-80.135,33.0347,24.1,,,,,22.901999282836915
41,GHCND:US1SCBK0016,2014,6,2014-06-30,1.57,,,-80.135,33.0347,24.1,,,,,25.969999694824217
42,GHCND:US1SCBK0016,2014,7,2014-07-31,1.67,,,-80.135,33.0347,24.1,,,,,28.149999618530273
43,GHCND:US1SCBK0016,2014,8,2014-08-31,1.02,,,-80.135,33.0347,24.1,,,,,28.725999069213866
44,GHCND:US1SCBK0016,2014,9,2014-09-30,1.63,,,-80.135,33.0347,24.1,,,,,28.463999557495118
45,GHCND:US1SCBK0016,2014,10,2014-10-31,0.72,,,-80.135,33.0347,24.1,,,,,25.23999938964844
46,GHCND:US1SCBK0016,2014,11,2014-11-30,1.83,,,-80.135,33.0347,24.1,,,,,21.457999420166015
47,GHCND:US1SCBK0016,2014,12,2014-12-31,1.29,,,-80.135,33.0347,24.1,,,,,21.02999954223633
48,GHCND:US1SCBK0016,2015,1,2015-01-31,1.97,,,-80.135,33.0347,24.1,,,,,21.92799949645996
49,GHCND:US1SCBK0016,2015,2,2015-02-28,2.17,,,-80.135,33.0347,24.1,,,,,21.64399948120117
50,GHCND:US1SCBK0016,2015,3,2015-03-31,1.5,,,-80.135,33.0347,24.1,,,,,20.623999786376952
51,GHCND:US1SCBK0016,2015,4,2015-04-30,0.8,,,-80.135,33.0347,24.1,,,,,20.789999389648436
52,GHCND:US1SCBK0016,2015,5,2015-05-31,1.31,,,-80.135,33.0347,24.1,,,,,23.409999084472656
53,GHCND:US1SCBK0016,2015,6,2015-06-30,3.69,,,-80.135,33.0347,24.1,,,,,27.159999084472656
54,GHCND:US1SCBK0016,2015,7,2015-07-31,1.16,,,-80.135,33.0347,24.1,,,,,27.949999237060545
55,GHCND:US1SCBK0016,2015,8,2015-08-31,1.96,,,-80.135,33.0347,24.1,,,,,28.609999465942384
56,GHCND:US1SCBK0016,2015,9,2015-09-30,2.19,,,-80.135,33.0347,24.1,,,,,27.9359992980957
57,GHCND:US1SCBK0016,2015,10,2015-10-31,6.67,,,-80.135,33.0347,24.1,,,,,24.963999557495118
58,GHCND:US1SCBK0016,2015,11,2015-11-30,1.83,,,-80.135,33.0347,24.1,,,,,23.191999435424805
59,GHCND:US1SCBK0016,2015,12,2015-12-31,0.85,,,-80.135,33.0347,24.1,,,,,21.75799980163574
60,GHCND:US1SCBK0017,2011,1,2011-01-31,0.84,,,-80.0766,33.0011,17.1,,,,,19.617999649047853
61,GHCND:US1SCBK0017,2011,2,2011-02-28,0.91,,,-80.0766,33.0011,17.1,,,,,18.39599952697754
62,GHCND:US1SCBK0017,2011,3,2011-03-31,0.99,,,-80.0766,33.0011,17.1,,,,,18.425999450683594
63,GHCND:US1SCBK0017,2011,4,2011-04-30,1.66,,,-80.0766,33.0011,17.1,,,,,20.003999710083008
64,GHCND:US1SCBK0017,2011,5,2011-05-31,0.43,,,-80.0766,33.0011,17.1,,,,,22.88799934387207
65,GHCND:US1SCBK0017,2011,6,2011-06-30,1.29,,,-80.0766,33.0011,17.1,,,,,26.767998886108398
66,GHCND:US1SCBK0017,2011,7,2011-07-31,1.51,,,-80.0766,33.0011,17.1,,,,,28.01399955749512
67,GHCND:US1SCBK0017,2011,8,2011-08-31,4.46,,,-80.0766,33.0011,17.1,,,,,28.731999588012695
68,GHCND:US1SCBK0017,2011,9,2011-09-30,0.8,,,-80.0766,33.0011,17.1,,,,,27.967999267578126
69,GHCND:US1SCBK0017,2011,10,2011-10-31,0.77,,,-80.0766,33.0011,17.1,,,,,25.099999237060548
70,GHCND:US1SCBK0017,2011,11,2011-11-30,0.96,,,-80.0766,33.0011,17.1,,,,,21.3299991607666
71,GHCND:US1SCBK0017,2011,12,2011-12-31,0.5,,,-80.0766,33.0011,17.1,,,,,20.73399963378906
72,GHCND:US1SCBK0017,2012,1,2012-01-31,0.27,,,-80.0766,33.0011,17.1,,,,,19.179999542236327
73,GHCND:US1SCBK0017,2012,2,2012-02-29,1.27,,,-80.0766,33.0011,17.1,,,,,19.01399955749512
74,GHCND:US1SCBK0017,2012,3,2012-03-31,3.31,,,-80.0766,33.0011,17.1,,,,,20.293999862670898
75,GHCND:US1SCBK0017,2012,4,2012-04-30,0.94,,,-80.0766,33.0011,17.1,,,,,21.133999633789063
76,GHCND:US1SCBK0017,2012,5,2012-05-31,1.68,,,-80.0766,33.0011,17.1,,,,,23.963999557495118
77,GHCND:US1SCBK0017,2012,6,2012-06-30,3.87,,,-80.0766,33.0011,17.1,,,,,25.753998947143554
78,GHCND:US1SCBK0017,2012,7,2012-07-31,0.66,,,-80.0766,33.0011,17.1,,,,,28.09599952697754
79,GHCND:US1SCBK0017,2012,8,2012-08-31,1.55,,,-80.0766,33.0011,17.1,,,,,28.04199981689453
80,GHCND:US1SCBK0017,2012,9,2012-09-30,0.82,,,-80.0766,33.0011,17.1,,,,,27.47199935913086
81,GHCND:US1SCBK0017,2012,10,2012-10-31,0.65,,,-80.0766,33.0011,17.1,,,,,25.527999877929688
82,GHCND:US1SCBK0017,2012,11,2012-11-30,0.68,,,-80.0766,33.0011,17.1,,,,,21.707999420166015
83,GHCND:US1SCBK0017,2012,12,2012-12-31,0.97,,,-80.0766,33.0011,17.1,,,,,22.39799919128418
84,GHCND:US1SCBK0017,2013,1,2013-01-31,0.37,,,-80.0766,33.0011,17.1,,,,,21.82399978637695
85,GHCND:US1SCBK0017,2013,2,2013-02-28,2.54,,,-80.0766,33.0011,17.1,,,,,20.77999954223633
86,GHCND:US1SCBK0017,2013,3,2013-03-31,1.98,,,-80.0766,33.0011,17.1,,,,,19.71199951171875
87,GHCND:US1SCBK0017,2013,4,2013-04-30,1.45,,,-80.0766,33.0011,17.1,,,,,19.557999038696288
88,GHCND:US1SCBK0017,2013,5,2013-05-31,1.13,,,-80.0766,33.0011,17.1,,,,,22.405999374389648
89,GHCND:US1SCBK0017,2013,6,2013-06-30,1.85,,,-80.0766,33.0011,17.1,,,,,26.10399932861328
90,GHCND:US1SCBK0017,2013,7,2013-07-31,6.53,,,-80.0766,33.0011,17.1,,,,,27.259999465942382
91,GHCND:US1SCBK0017,2013,8,2013-08-31,1.62,,,-80.0766,33.0011,17.1,,,,,28.131999588012697
92,GHCND:US1SCBK0017,2013,9,2013-09-30,0.71,,,-80.0766,33.0011,17.1,,,,,27.463999557495118
93,GHCND:US1SCBK0017,2013,10,2013-10-31,0.4,,,-80.0766,33.0011,17.1,,,,,24.733999252319336
94,GHCND:US1SCBK0017,2013,11,2013-11-30,2.2,,,-80.0766,33.0011,17.1,,,,,21.943999099731446
95,GHCND:US1SCBK0017,2013,12,2013-12-31,0.97,,,-80.0766,33.0011,17.1,,,,,21.481999588012695
96,GHCND:US1SCBK0017,2014,1,2014-01-31,0.53,,,-80.0766,33.0011,17.1,,,,,20.02199935913086
97,GHCND:US1SCBK0017,2014,2,2014-02-28,0.17,,,-80.0766,33.0011,17.1,,,,,20.61999931335449
98,GHCND:US1SCBK0017,2014,3,2014-03-31,1.12,,,-80.0766,33.0011,17.1,,,,,21.75599899291992
99,GHCND:US1SCBK0017,2014,4,2014-04-30,2.61,,,-80.0766,33.0011,17.1,,,,,21.255999755859374
100,GHCND:US1SCBK0017,2014,5,2014-05-31,1.58,,,-80.0766,33.0011,17.1,,,,,22.901999282836915
101,GHCND:US1SCBK0017,2014,6,2014-06-30,2.2,,,-80.0766,33.0011,17.1,,,,,25.969999694824217
102,GHCND:US1SCBK0017,2014,7,2014-07-31,1.14,,,-80.0766,33.0011,17.1,,,,,28.149999618530273
103,GHCND:US1SCBK0017,2014,8,2014-08-31,1.6,,,-80.0766,33.0011,17.1,,,,,28.725999069213866
104,GHCND:US1SCBK0017,2014,9,2014-09-30,2.36,,,-80.0766,33.0011,17.1,,,,,28.463999557495118
105,GHCND:US1SCBK0017,2014,10,2014-10-31,1.3,,,-80.0766,33.0011,17.1,,,,,25.23999938964844
106,GHCND:US1SCBK0017,2014,11,2014-11-30,2.09,,,-80.0766,33.0011,17.1,,,,,21.457999420166015
107,GHCND:US1SCBK0017,2014,12,2014-12-31,0.9,,,-80.0766,33.0011,17.1,,,,,21.02999954223633
108,GHCND:US1SCBK0017,2015,1,2015-01-31,1.9,,,-80.0766,33.0011,17.1,,,,,21.92799949645996
109,GHCND:US1SCBK0017,2015,2,2015-02-28,2.28,,,-80.0766,33.0011,17.1,,,,,21.64399948120117
110,GHCND:US1SCBK0017,2015,3,2015-03-31,1.35,,,-80.0766,33.0011,17.1,,,,,20.623999786376952
111,GHCND:US1SCBK0017,2015,4,2015-04-30,0.81,,,-80.0766,33.0011,17.1,,,,,20.789999389648436
112,GHCND:US1SCBK0017,2015,5,2015-05-31,1.38,,,-80.0766,33.0011,17.1,,,,,23.409999084472656
113,GHCND:US1SCBK0017,2015,6,2015-06-30,3.13,,,-80.0766,33.0011,17.1,,,,,27.159999084472656
114,GHCND:US1SCBK0017,2015,7,2015-07-31,1.11,,,-80.0766,33.0011,17.1,,,,,27.949999237060545
115,GHCND:US1SCBK0017,2015,8,2015-08-31,3.49,,,-80.0766,33.0011,17.1,,,,,28.609999465942384
116,GHCND:US1SCBK0017,2015,9,2015-09-30,1.51,,,-80.0766,33.0011,17.1,,,,,27.9359992980957
117,GHCND:US1SCBK0017,2015,10,2015-10-31,7.62,,,-80.0766,33.0011,17.1,,,,,24.963999557495118
118,GHCND:US1SCBK0017,2015,11,2015-11-30,1.21,,,-80.0766,33.0011,17.1,,,,,23.191999435424805
119,GHCND:US1SCBK0017,2015,12,2015-12-31,0.56,,,-80.0766,33.0011,17.1,,,,,21.75799980163574
120,GHCND:US1SCBK0019,2011,1,2011-01-31,0.84,,,-80.1259,33.0377,24.4,,,,,19.617999649047853
121,GHCND:US1SCBK0019,2011,2,2011-02-28,0.88,,,-80.1259,33.0377,24.4,,,,,18.39599952697754
122,GHCND:US1SCBK0019,2011,3,2011-03-31,1.61,,,-80.1259,33.0377,24.4,,,,,18.425999450683594
123,GHCND:US1SCBK0019,2011,4,2011-04-30,0.88,,,-80.1259,33.0377,24.4,,,,,20.003999710083008
124,GHCND:US1SCBK0019,2011,5,2011-05-31,0.44,,,-80.1259,33.0377,24.4,,,,,22.88799934387207
125,GHCND:US1SCBK0019,2011,6,2011-06-30,1.38,,,-80.1259,33.0377,24.4,,,,,26.767998886108398
126,GHCND:US1SCBK0019,2011,7,2011-07-31,1.81,,,-80.1259,33.0377,24.4,,,,,28.01399955749512
127,GHCND:US1SCBK0019,2011,8,2011-08-31,3.5,,,-80.1259,33.0377,24.4,,,,,28.731999588012695
128,GHCND:US1SCBK0019,2011,9,2011-09-30,0.96,,,-80.1259,33.0377,24.4,,,,,27.967999267578126
129,GHCND:US1SCBK0019,2011,10,2011-10-31,0.78,,,-80.1259,33.0377,24.4,,,,,25.099999237060548
130,GHCND:US1SCBK0019,2011,11,2011-11-30,0.89,,,-80.1259,33.0377,24.4,,,,,21.3299991607666
131,GHCND:US1SCBK0019,2011,12,2011-12-31,0.35,,,-80.1259,33.0377,24.4,,,,,20.73399963378906
132,GHCND:US1SCBK0019,2012,1,2012-01-31,0.26,,,-80.1259,33.0377,24.4,,,,,19.179999542236327
133,GHCND:US1SCBK0019,2012,2,2012-02-29,1.38,,,-80.1259,33.0377,24.4,,,,,19.01399955749512
134,GHCND:US1SCBK0019,2012,3,2012-03-31,3.06,,,-80.1259,33.0377,24.4,,,,,20.293999862670898
135,GHCND:US1SCBK0019,2012,4,2012-04-30,1.62,,,-80.1259,33.0377,24.4,,,,,21.133999633789063
136,GHCND:US1SCBK0019,2012,5,2012-05-31,2.07,,,-80.1259,33.0377,24.4,,,,,23.963999557495118
137,GHCND:US1SCBK0019,2012,6,2012-06-30,2.56,,,-80.1259,33.0377,24.4,,,,,25.753998947143554
138,GHCND:US1SCBK0019,2012,7,2012-07-31,1.22,,,-80.1259,33.0377,24.4,,,,,28.09599952697754
139,GHCND:US1SCBK0019,2012,8,2012-08-31,1.62,,,-80.1259,33.0377,24.4,,,,,28.04199981689453
140,GHCND:US1SCBK0019,2012,9,2012-09-30,1.33,,,-80.1259,33.0377,24.4,,,,,27.47199935913086
141,GHCND:US1SCBK0019,2012,10,2012-10-31,0.87,,,-80.1259,33.0377,24.4,,,,,25.527999877929688
142,GHCND:US1SCBK0019,2012,11,2012-11-30,0.81,,,-80.1259,33.0377,24.4,,,,,21.707999420166015
143,GHCND:US1SCBK0019,2012,12,2012-12-31,1.16,,,-80.1259,33.0377,24.4,,,,,22.39799919128418
144,GHCND:US1SCBK0019,2013,1,2013-01-31,0.39,,,-80.1259,33.0377,24.4,,,,,21.82399978637695
145,GHCND:US1SCBK0019,2013,2,2013-02-28,2.08,,,-80.1259,33.0377,24.4,,,,,20.77999954223633
146,GHCND:US1SCBK0019,2013,3,2013-03-31,1.88,,,-80.1259,33.0377,24.4,,,,,19.71199951171875
147,GHCND:US1SCBK0019,2013,4,2013-04-30,1.46,,,-80.1259,33.0377,24.4,,,,,19.557999038696288
148,GHCND:US1SCBK0019,2013,5,2013-05-31,0.98,,,-80.1259,33.0377,24.4,,,,,22.405999374389648
149,GHCND:US1SCBK0019,2013,6,2013-06-30,1.53,,,-80.1259,33.0377,24.4,,,,,26.10399932861328
150,GHCND:US1SCBK0019,2013,7,2013-07-31,3.76,,,-80.1259,33.0377,24.4,,,,,27.259999465942382
151,GHCND:US1SCBK0019,2013,8,2013-08-31,1.92,,,-80.1259,33.0377,24.4,,,,,28.131999588012697
152,GHCND:US1SCBK0019,2013,9,2013-09-30,0.48,,,-80.1259,33.0377,24.4,,,,,27.463999557495118
153,GHCND:US1SCBK0019,2013,10,2013-10-31,0.43,,,-80.1259,33.0377,24.4,,,,,24.733999252319336
154,GHCND:US1SCBK0019,2013,11,2013-11-30,2.04,,,-80.1259,33.0377,24.4,,,,,21.943999099731446
155,GHCND:US1SCBK0019,2013,12,2013-12-31,0.89,,,-80.1259,33.0377,24.4,,,,,21.481999588012695
156,GHCND:US1SCBK0019,2014,1,2014-01-31,0.72,,,-80.1259,33.0377,24.4,,,,,20.02199935913086
157,GHCND:US1SCBK0019,2014,2,2014-02-28,2.05,,,-80.1259,33.0377,24.4,,,,,20.61999931335449
158,GHCND:US1SCBK0019,2014,3,2014-03-31,1.14,,,-80.1259,33.0377,24.4,,,,,21.75599899291992
159,GHCND:US1SCBK0019,2014,4,2014-04-30,2.47,,,-80.1259,33.0377,24.4,,,,,21.255999755859374
160,GHCND:US1SCBK0019,2014,5,2014-05-31,2.11,,,-80.1259,33.0377,24.4,,,,,22.901999282836915
161,GHCND:US1SCBK0019,2014,6,2014-06-30,1.33,,,-80.1259,33.0377,24.4,,,,,25.969999694824217
162,GHCND:US1SCBK0019,2014,7,2014-07-31,1.85,,,-80.1259,33.0377,24.4,,,,,28.149999618530273
163,GHCND:US1SCBK0019,2014,8,2014-08-31,1.18,,,-80.1259,33.0377,24.4,,,,,28.725999069213866
164,GHCND:US1SCBK0019,2014,9,2014-09-30,1.43,,,-80.1259,33.0377,24.4,,,,,28.463999557495118
165,GHCND:US1SCBK0019,2014,10,2014-10-31,0.69,,,-80.1259,33.0377,24.4,,,,,25.23999938964844
166,GHCND:US1SCBK0019,2014,11,2014-11-30,2.05,,,-80.1259,33.0377,24.4,,,,,21.457999420166015
167,GHCND:US1SCBK0019,2014,12,2014-12-31,1.24,,,-80.1259,33.0377,24.4,,,,,21.02999954223633
168,GHCND:US1SCBK0019,2015,1,2015-01-31,1.91,,,-80.1259,33.0377,24.4,,,,,21.92799949645996
169,GHCND:US1SCBK0019,2015,2,2015-02-28,2.15,,,-80.1259,33.0377,24.4,,,,,21.64399948120117
170,GHCND:US1SCBK0019,2015,3,2015-03-31,1.52,,,-80.1259,33.0377,24.4,,,,,20.623999786376952
171,GHCND:US1SCBK0019,2015,4,2015-04-30,1.27,,,-80.1259,33.0377,24.4,,,,,20.789999389648436
172,GHCND:US1SCBK0019,2015,5,2015-05-31,1.35,,,-80.1259,33.0377,24.4,,,,,23.409999084472656
173,GHCND:US1SCBK0019,2015,6,2015-06-30,2.89,,,-80.1259,33.0377,24.4,,,,,27.159999084472656
174,GHCND:US1SCBK0019,2015,7,2015-07-31,1.22,,,-80.1259,33.0377,24.4,,,,,27.949999237060545
175,GHCND:US1SCBK0019,2015,8,2015-08-31,1.52,,,-80.1259,33.0377,24.4,,,,,28.609999465942384
176,GHCND:US1SCBK0019,2015,9,2015-09-30,2.06,,,-80.1259,33.0377,24.4,,,,,27.9359992980957
177,GHCND:US1SCBK0019,2015,10,2015-10-31,8.17,,,-80.1259,33.0377,24.4,,,,,24.963999557495118
178,GHCND:US1SCBK0019,2015,11,2015-11-30,1.38,,,-80.1259,33.0377,24.4,,,,,23.191999435424805
179,GHCND:US1SCBK0019,2015,12,2015-12-31,0.83,,,-80.1259,33.0377,24.4,,,,,21.75799980163574
180,GHCND:US1SCCR0004,2011,1,2011-01-31,0.58,,,-79.8336,32.8117,4.0,,,,,19.617999649047853
181,GHCND:US1SCCR0004,2011,2,2011-02-28,0.86,,,-79.8336,32.8117,4.0,,,,,18.39599952697754
182,GHCND:US1SCCR0004,2011,3,2011-03-31,1.12,,,-79.8336,32.8117,4.0,,,,,18.425999450683594
183,GHCND:US1SCCR0004,2011,4,2011-04-30,0.84,,,-79.8336,32.8117,4.0,,,,,20.003999710083008
184,GHCND:US1SCCR0004,2011,5,2011-05-31,0.29,,,-79.8336,32.8117,4.0,,,,,22.88799934387207
185,GHCND:US1SCCR0004,2011,6,2011-06-30,0.7,,,-79.8336,32.8117,4.0,,,,,26.767998886108398
186,GHCND:US1SCCR0004,2011,7,2011-07-31,2.35,,,-79.8336,32.8117,4.0,,,,,28.01399955749512
187,GHCND:US1SCCR0004,2011,8,2011-08-31,2.15,,,-79.8336,32.8117,4.0,,,,,28.731999588012695
188,GHCND:US1SCCR0004,2011,9,2011-09-30,0.97,,,-79.8336,32.8117,4.0,,,,,27.967999267578126
189,GHCND:US1SCCR0004,2011,10,2011-10-31,0.58,,,-79.8336,32.8117,4.0,,,,,25.099999237060548
190,GHCND:US1SCCR0004,2011,11,2011-11-30,1.55,,,-79.8336,32.8117,4.0,,,,,21.3299991607666
191,GHCND:US1SCCR0004,2011,12,2011-12-31,0.2,,,-79.8336,32.8117,4.0,,,,,20.73399963378906
192,GHCND:US1SCCR0004,2012,1,2012-01-31,0.14,,,-79.8336,32.8117,4.0,,,,,19.179999542236327
193,GHCND:US1SCCR0004,2012,2,2012-02-29,1.54,,,-79.8336,32.8117,4.0,,,,,19.01399955749512
194,GHCND:US1SCCR0004,2012,3,2012-03-31,3.29,,,-79.8336,32.8117,4.0,,,,,20.293999862670898
195,GHCND:US1SCCR0004,2012,4,2012-04-30,0.38,,,-79.8336,32.8117,4.0,,,,,21.133999633789063
196,GHCND:US1SCCR0004,2012,5,2012-05-31,1.01,,,-79.8336,32.8117,4.0,,,,,23.963999557495118
197,GHCND:US1SCCR0004,2012,6,2012-06-30,1.78,,,-79.8336,32.8117,4.0,,,,,25.753998947143554
198,GHCND:US1SCCR0004,2012,7,2012-07-31,1.19,,,-79.8336,32.8117,4.0,,,,,28.09599952697754
199,GHCND:US1SCCR0004,2012,8,2012-08-31,4.45,,,-79.8336,32.8117,4.0,,,,,28.04199981689453
200,GHCND:US1SCCR0004,2012,9,2012-09-30,0.04,,,-79.8336,32.8117,4.0,,,,,27.47199935913086
201,GHCND:US1SCCR0004,2012,10,2012-10-31,0.35,,,-79.8336,32.8117,4.0,,,,,25.527999877929688
202,GHCND:US1SCCR0004,2012,11,2012-11-30,0.64,,,-79.8336,32.8117,4.0,,,,,21.707999420166015
203,GHCND:US1SCCR0004,2012,12,2012-12-31,1.21,,,-79.8336,32.8117,4.0,,,,,22.39799919128418
204,GHCND:US1SCCR0004,2013,1,2013-01-31,0.25,,,-79.8336,32.8117,4.0,,,,,21.82399978637695
205,GHCND:US1SCCR0004,2013,2,2013-02-28,1.83,,,-79.8336,32.8117,4.0,,,,,20.77999954223633
206,GHCND:US1SCCR0004,2013,3,2013-03-31,3.87,,,-79.8336,32.8117,4.0,,,,,19.71199951171875
207,GHCND:US1SCCR0004,2013,4,2013-04-30,1.87,,,-79.8336,32.8117,4.0,,,,,19.557999038696288
208,GHCND:US1SCCR0004,2013,5,2013-05-31,0.88,,,-79.8336,32.8117,4.0,,,,,22.405999374389648
209,GHCND:US1SCCR0004,2013,6,2013-06-30,3.15,,,-79.8336,32.8117,4.0,,,,,26.10399932861328
210,GHCND:US1SCCR0004,2013,7,2013-07-31,2.65,,,-79.8336,32.8117,4.0,,,,,27.259999465942382
211,GHCND:US1SCCR0004,2013,8,2013-08-31,2.75,,,-79.8336,32.8117,4.0,,,,,28.131999588012697
212,GHCND:US1SCCR0004,2013,9,2013-09-30,2.41,,,-79.8336,32.8117,4.0,,,,,27.463999557495118
213,GHCND:US1SCCR0004,2013,10,2013-10-31,0.69,,,-79.8336,32.8117,4.0,,,,,24.733999252319336
214,GHCND:US1SCCR0004,2013,11,2013-11-30,0.9,,,-79.8336,32.8117,4.0,,,,,21.943999099731446
215,GHCND:US1SCCR0004,2013,12,2013-12-31,0.75,,,-79.8336,32.8117,4.0,,,,,21.481999588012695
216,GHCND:US1SCCR0004,2014,1,2014-01-31,0.84,,,-79.8336,32.8117,4.0,,,,,20.02199935913086
217,GHCND:US1SCCR0004,2014,2,2014-02-28,1.13,,,-79.8336,32.8117,4.0,,,,,20.61999931335449
218,GHCND:US1SCCR0004,2014,3,2014-03-31,3.4,,,-79.8336,32.8117,4.0,,,,,21.75599899291992
219,GHCND:US1SCCR0004,2014,4,2014-04-30,3.72,,,-79.8336,32.8117,4.0,,,,,21.255999755859374
220,GHCND:US1SCCR0004,2014,5,2014-05-31,1.49,,,-79.8336,32.8117,4.0,,,,,22.901999282836915
221,GHCND:US1SCCR0004,2014,6,2014-06-30,0.82,,,-79.8336,32.8117,4.0,,,,,25.969999694824217
222,GHCND:US1SCCR0004,2014,7,2014-07-31,2.03,,,-79.8336,32.8117,4.0,,,,,28.149999618530273
223,GHCND:US1SCCR0004,2014,8,2014-08-31,3.65,,,-79.8336,32.8117,4.0,,,,,28.725999069213866
224,GHCND:US1SCCR0004,2014,9,2014-09-30,3.19,,,-79.8336,32.8117,4.0,,,,,28.463999557495118
225,GHCND:US1SCCR0004,2014,10,2014-10-31,0.89,,,-79.8336,32.8117,4.0,,,,,25.23999938964844
226,GHCND:US1SCCR0004,2014,11,2014-11-30,1.24,,,-79.8336,32.8117,4.0,,,,,21.457999420166015
