,Unnamed: 0,STATION,YEAR,MONTH,DATE,PRCP,TMAX,TMIN,LONGITUDE,LATITUDE,ELEVATION,RANGE_HIGH,RANGE_LOW,RANGE_OVERALL,RANGE_MID,SST
15,15,GHCND:US1SCBK0016,2012,4,2012-04-30,0.07033771273855027,,,-80.135,33.0347,24.1,,,,,21.133999633789067
16,16,GHCND:US1SCBK0016,2012,5,2012-05-31,0.6773091357989525,,,-80.135,33.0347,24.1,,,,,23.96399955749512
17,17,GHCND:US1SCBK0016,2012,6,2012-06-30,1.0860187882757892,,,-80.135,33.0347,24.1,,,,,25.753998947143554
18,18,GHCND:US1SCBK0016,2012,7,2012-07-31,-0.525674695313795,,,-80.135,33.0347,24.1,,,,,28.09599952697754
19,19,GHCND:US1SCBK0016,2012,8,2012-08-31,-0.13052262816646443,,,-80.135,33.0347,24.1,,,,,28.04199981689453
20,20,GHCND:US1SCBK0016,2012,9,2012-09-30,-0.5191875348164519,,,-80.135,33.0347,24.1,,,,,27.47199935913086
21,21,GHCND:US1SCBK0016,2012,10,2012-10-31,-0.9727451201459583,,,-80.135,33.0347,24.1,,,,,25.52799987792969
22,22,GHCND:US1SCBK0016,2012,11,2012-11-30,-0.7897165432063609,,,-80.135,33.0347,24.1,,,,,21.70799942016601
23,23,GHCND:US1SCBK0016,2012,12,2012-12-31,-0.5184261956831974,,,-80.135,33.0347,24.1,,,,,22.39799919128418
24,24,GHCND:US1SCBK0016,2013,1,2013-01-31,-1.1367327120936126,,,-80.135,33.0347,24.1,,,,,21.823999786376948
25,25,GHCND:US1SCBK0016,2013,2,2013-02-28,0.6081152207590563,,,-80.135,33.0347,24.1,,,,,20.77999954223633
26,26,GHCND:US1SCBK0016,2013,3,2013-03-31,1.9167801274090441,,,-80.135,33.0347,24.1,,,,,19.71199951171875
27,27,GHCND:US1SCBK0016,2013,4,2013-04-30,0.12033771273855032,,,-80.135,33.0347,24.1,,,,,19.557999038696288
28,28,GHCND:US1SCBK0016,2013,5,2013-05-31,-0.5326908642010475,,,-80.135,33.0347,24.1,,,,,22.405999374389648
29,29,GHCND:US1SCBK0016,2013,6,2013-06-30,-0.13398121172421007,,,-80.135,33.0347,24.1,,,,,26.10399932861328
30,30,GHCND:US1SCBK0016,2013,7,2013-07-31,1.784325304686205,,,-80.135,33.0347,24.1,,,,,27.25999946594239
31,31,GHCND:US1SCBK0016,2013,8,2013-08-31,0.22947737183353567,,,-80.135,33.0347,24.1,,,,,28.131999588012697
32,32,GHCND:US1SCBK0016,2013,9,2013-09-30,-1.2391875348164518,,,-80.135,33.0347,24.1,,,,,27.46399955749512
33,33,GHCND:US1SCBK0016,2013,10,2013-10-31,-1.132745120145958,,,-80.135,33.0347,24.1,,,,,24.733999252319336
34,34,GHCND:US1SCBK0016,2013,11,2013-11-30,0.5502834567936394,,,-80.135,33.0347,24.1,,,,,21.94399909973145
35,35,GHCND:US1SCBK0016,2013,12,2013-12-31,-0.48842619568319756,,,-80.135,33.0347,24.1,,,,,21.48199958801269
36,36,GHCND:US1SCBK0016,2014,1,2014-01-31,-0.596732712093613,,,-80.135,33.0347,24.1,,,,,20.02199935913086
37,37,GHCND:US1SCBK0016,2014,2,2014-02-28,-0.7418847792409433,,,-80.135,33.0347,24.1,,,,,20.619999313354487
38,38,GHCND:US1SCBK0016,2014,3,2014-03-31,-0.20321987259095575,,,-80.135,33.0347,24.1,,,,,21.75599899291992
39,39,GHCND:US1SCBK0016,2014,4,2014-04-30,1.02033771273855,,,-80.135,33.0347,24.1,,,,,21.25599975585937
40,40,GHCND:US1SCBK0016,2014,5,2014-05-31,0.5673091357989537,,,-80.135,33.0347,24.1,,,,,22.901999282836915
41,41,GHCND:US1SCBK0016,2014,6,2014-06-30,-0.1439812117242103,,,-80.135,33.0347,24.1,,,,,25.969999694824214
42,42,GHCND:US1SCBK0016,2014,7,2014-07-31,-0.14567469531379507,,,-80.135,33.0347,24.1,,,,,28.149999618530273
43,43,GHCND:US1SCBK0016,2014,8,2014-08-31,-0.8305226281664644,,,-80.135,33.0347,24.1,,,,,28.725999069213863
44,44,GHCND:US1SCBK0016,2014,9,2014-09-30,-0.17918753481645178,,,-80.135,33.0347,24.1,,,,,28.46399955749512
45,45,GHCND:US1SCBK0016,2014,10,2014-10-31,-0.9827451201459587,,,-80.135,33.0347,24.1,,,,,25.239999389648442
46,46,GHCND:US1SCBK0016,2014,11,2014-11-30,0.2702834567936394,,,-80.135,33.0347,24.1,,,,,21.45799942016601
47,47,GHCND:US1SCBK0016,2014,12,2014-12-31,-0.12842619568319757,,,-80.135,33.0347,24.1,,,,,21.02999954223633
48,48,GHCND:US1SCBK0016,2015,1,2015-01-31,0.653267287906387,,,-80.135,33.0347,24.1,,,,,21.92799949645996
49,49,GHCND:US1SCBK0016,2015,2,2015-02-28,0.8881152207590564,,,-80.135,33.0347,24.1,,,,,21.64399948120117
50,50,GHCND:US1SCBK0016,2015,3,2015-03-31,0.17678012740904414,,,-80.135,33.0347,24.1,,,,,20.623999786376952
51,51,GHCND:US1SCBK0016,2015,4,2015-04-30,-0.6296622872614501,,,-80.135,33.0347,24.1,,,,,20.789999389648443
52,52,GHCND:US1SCBK0016,2015,5,2015-05-31,-0.26269086420104726,,,-80.135,33.0347,24.1,,,,,23.409999084472656
53,53,GHCND:US1SCBK0016,2015,6,2015-06-30,1.9760187882757896,,,-80.135,33.0347,24.1,,,,,27.159999084472656
54,54,GHCND:US1SCBK0016,2015,7,2015-07-31,-0.6556746953137955,,,-80.135,33.0347,24.1,,,,,27.949999237060545
55,55,GHCND:US1SCBK0016,2015,8,2015-08-31,0.10947737183353534,,,-80.135,33.0347,24.1,,,,,28.609999465942387
56,56,GHCND:US1SCBK0016,2015,9,2015-09-30,0.38081246518354783,,,-80.135,33.0347,24.1,,,,,27.935999298095698
57,57,GHCND:US1SCBK0016,2015,10,2015-10-31,4.967254879854043,,,-80.135,33.0347,24.1,,,,,24.96399955749512
58,58,GHCND:US1SCBK0016,2015,11,2015-11-30,0.2702834567936394,,,-80.135,33.0347,24.1,,,,,23.191999435424805
59,59,GHCND:US1SCBK0016,2015,12,2015-12-31,-0.5684261956831985,,,-80.135,33.0347,24.1,,,,,21.757999801635737
60,60,GHCND:US1SCBK0017,2011,1,2011-01-31,-0.4767327120936128,,,-80.0766,33.0011,17.1,,,,,19.617999649047853
61,61,GHCND:US1SCBK0017,2011,2,2011-02-28,-0.37188477924094354,,,-80.0766,33.0011,17.1,,,,,18.39599952697754
62,62,GHCND:US1SCBK0017,2011,3,2011-03-31,-0.3332198725909563,,,-80.0766,33.0011,17.1,,,,,18.425999450683594
63,63,GHCND:US1SCBK0017,2011,4,2011-04-30,0.23033771273854997,,,-80.0766,33.0011,17.1,,,,,20.003999710083008
64,64,GHCND:US1SCBK0017,2011,5,2011-05-31,-1.1426908642010476,,,-80.0766,33.0011,17.1,,,,,22.88799934387207
65,65,GHCND:US1SCBK0017,2011,6,2011-06-30,-0.42398121172421055,,,-80.0766,33.0011,17.1,,,,,26.767998886108398
66,66,GHCND:US1SCBK0017,2011,7,2011-07-31,-0.3056746953137952,,,-80.0766,33.0011,17.1,,,,,28.013999557495122
67,67,GHCND:US1SCBK0017,2011,8,2011-08-31,2.6094773718335356,,,-80.0766,33.0011,17.1,,,,,28.73199958801269
68,68,GHCND:US1SCBK0017,2011,9,2011-09-30,-1.0091875348164516,,,-80.0766,33.0011,17.1,,,,,27.96799926757813
69,69,GHCND:US1SCBK0017,2011,10,2011-10-31,-0.9327451201459578,,,-80.0766,33.0011,17.1,,,,,25.09999923706055
70,70,GHCND:US1SCBK0017,2011,11,2011-11-30,-0.5997165432063607,,,-80.0766,33.0011,17.1,,,,,21.3299991607666
71,71,GHCND:US1SCBK0017,2011,12,2011-12-31,-0.9184261956831974,,,-80.0766,33.0011,17.1,,,,,20.733999633789058
72,72,GHCND:US1SCBK0017,2012,1,2012-01-31,-1.0467327120936127,,,-80.0766,33.0011,17.1,,,,,19.179999542236327
73,73,GHCND:US1SCBK0017,2012,2,2012-02-29,-0.011884779240943333,,,-80.0766,33.0011,17.1,,,,,19.013999557495122
74,74,GHCND:US1SCBK0017,2012,3,2012-03-31,1.986780127409044,,,-80.0766,33.0011,17.1,,,,,20.293999862670894
75,75,GHCND:US1SCBK0017,2012,4,2012-04-30,-0.4896622872614498,,,-80.0766,33.0011,17.1,,,,,21.133999633789067
76,76,GHCND:US1SCBK0017,2012,5,2012-05-31,0.1073091357989524,,,-80.0766,33.0011,17.1,,,,,23.96399955749512
77,77,GHCND:US1SCBK0017,2012,6,2012-06-30,2.1560187882757895,,,-80.0766,33.0011,17.1,,,,,25.753998947143554
78,78,GHCND:US1SCBK0017,2012,7,2012-07-31,-1.1556746953137949,,,-80.0766,33.0011,17.1,,,,,28.09599952697754
79,79,GHCND:US1SCBK0017,2012,8,2012-08-31,-0.30052262816646436,,,-80.0766,33.0011,17.1,,,,,28.04199981689453
80,80,GHCND:US1SCBK0017,2012,9,2012-09-30,-0.9891875348164519,,,-80.0766,33.0011,17.1,,,,,27.47199935913086
81,81,GHCND:US1SCBK0017,2012,10,2012-10-31,-1.0527451201459583,,,-80.0766,33.0011,17.1,,,,,25.52799987792969
82,82,GHCND:US1SCBK0017,2012,11,2012-11-30,-0.8797165432063608,,,-80.0766,33.0011,17.1,,,,,21.70799942016601
83,83,GHCND:US1SCBK0017,2012,12,2012-12-31,-0.4484261956831974,,,-80.0766,33.0011,17.1,,,,,22.39799919128418
84,84,GHCND:US1SCBK0017,2013,1,2013-01-31,-0.9467327120936125,,,-80.0766,33.0011,17.1,,,,,21.823999786376948
85,85,GHCND:US1SCBK0017,2013,2,2013-02-28,1.2581152207590565,,,-80.0766,33.0011,17.1,,,,,20.77999954223633
86,86,GHCND:US1SCBK0017,2013,3,2013-03-31,0.6567801274090439,,,-80.0766,33.0011,17.1,,,,,19.71199951171875
87,87,GHCND:US1SCBK0017,2013,4,2013-04-30,0.02033771273855023,,,-80.0766,33.0011,17.1,,,,,19.557999038696288
88,88,GHCND:US1SCBK0017,2013,5,2013-05-31,-0.44269086420104764,,,-80.0766,33.0011,17.1,,,,,22.405999374389648
89,89,GHCND:US1SCBK0017,2013,6,2013-06-30,0.13601878827578995,,,-80.0766,33.0011,17.1,,,,,26.10399932861328
90,90,GHCND:US1SCBK0017,2013,7,2013-07-31,4.714325304686206,,,-80.0766,33.0011,17.1,,,,,27.25999946594239
91,91,GHCND:US1SCBK0017,2013,8,2013-08-31,-0.2305226281664643,,,-80.0766,33.0011,17.1,,,,,28.131999588012697
92,92,GHCND:US1SCBK0017,2013,9,2013-09-30,-1.0991875348164517,,,-80.0766,33.0011,17.1,,,,,27.46399955749512
93,93,GHCND:US1SCBK0017,2013,10,2013-10-31,-1.302745120145958,,,-80.0766,33.0011,17.1,,,,,24.733999252319336
94,94,GHCND:US1SCBK0017,2013,11,2013-11-30,0.6402834567936397,,,-80.0766,33.0011,17.1,,,,,21.94399909973145
95,95,GHCND:US1SCBK0017,2013,12,2013-12-31,-0.44842619568319764,,,-80.0766,33.0011,17.1,,,,,21.48199958801269
96,96,GHCND:US1SCBK0017,2014,1,2014-01-31,-0.786732712093613,,,-80.0766,33.0011,17.1,,,,,20.02199935913086
97,97,GHCND:US1SCBK0017,2014,2,2014-02-28,-1.1118847792409434,,,-80.0766,33.0011,17.1,,,,,20.619999313354487
98,98,GHCND:US1SCBK0017,2014,3,2014-03-31,-0.20321987259095575,,,-80.0766,33.0011,17.1,,,,,21.75599899291992
99,99,GHCND:US1SCBK0017,2014,4,2014-04-30,1.1803377127385497,,,-80.0766,33.0011,17.1,,,,,21.25599975585937
100,100,GHCND:US1SCBK0017,2014,5,2014-05-31,0.007309135798953648,,,-80.0766,33.0011,17.1,,,,,22.901999282836915
101,101,GHCND:US1SCBK0017,2014,6,2014-06-30,0.4860187882757898,,,-80.0766,33.0011,17.1,,,,,25.969999694824214
102,102,GHCND:US1SCBK0017,2014,7,2014-07-31,-0.6756746953137951,,,-80.0766,33.0011,17.1,,,,,28.149999618530273
103,103,GHCND:US1SCBK0017,2014,8,2014-08-31,-0.2505226281664643,,,-80.0766,33.0011,17.1,,,,,28.725999069213863
104,104,GHCND:US1SCBK0017,2014,9,2014-09-30,0.5508124651835482,,,-80.0766,33.0011,17.1,,,,,28.46399955749512
105,105,GHCND:US1SCBK0017,2014,10,2014-10-31,-0.40274512014595865,,,-80.0766,33.0011,17.1,,,,,25.239999389648442
106,106,GHCND:US1SCBK0017,2014,11,2014-11-30,0.5302834567936392,,,-80.0766,33.0011,17.1,,,,,21.45799942016601
107,107,GHCND:US1SCBK0017,2014,12,2014-12-31,-0.5184261956831976,,,-80.0766,33.0011,17.1,,,,,21.02999954223633
108,108,GHCND:US1SCBK0017,2015,1,2015-01-31,0.5832672879063869,,,-80.0766,33.0011,17.1,,,,,21.92799949645996
109,109,GHCND:US1SCBK0017,2015,2,2015-02-28,0.9981152207590562,,,-80.0766,33.0011,17.1,,,,,21.64399948120117
110,110,GHCND:US1SCBK0017,2015,3,2015-03-31,0.02678012740904423,,,-80.0766,33.0011,17.1,,,,,20.623999786376952
111,111,GHCND:US1SCBK0017,2015,4,2015-04-30,-0.6196622872614501,,,-80.0766,33.0011,17.1,,,,,20.789999389648443
112,112,GHCND:US1SCBK0017,2015,5,2015-05-31,-0.19269086420104742,,,-80.0766,33.0011,17.1,,,,,23.409999084472656
113,113,GHCND:US1SCBK0017,2015,6,2015-06-30,1.4160187882757895,,,-80.0766,33.0011,17.1,,,,,27.159999084472656
114,114,GHCND:US1SCBK0017,2015,7,2015-07-31,-0.7056746953137953,,,-80.0766,33.0011,17.1,,,,,27.949999237060545
115,115,GHCND:US1SCBK0017,2015,8,2015-08-31,1.6394773718335356,,,-80.0766,33.0011,17.1,,,,,28.609999465942387
116,116,GHCND:US1SCBK0017,2015,9,2015-09-30,-0.2991875348164521,,,-80.0766,33.0011,17.1,,,,,27.935999298095698
117,117,GHCND:US1SCBK0017,2015,10,2015-10-31,5.917254879854042,,,-80.0766,33.0011,17.1,,,,,24.96399955749512
118,118,GHCND:US1SCBK0017,2015,11,2015-11-30,-0.3497165432063607,,,-80.0766,33.0011,17.1,,,,,23.191999435424805
119,119,GHCND:US1SCBK0017,2015,12,2015-12-31,-0.8584261956831984,,,-80.0766,33.0011,17.1,,,,,21.757999801635737
120,120,GHCND:US1SCBK0019,2011,1,2011-01-31,-0.4767327120936128,,,-80.1259,33.0377,24.4,,,,,19.617999649047853
121,121,GHCND:US1SCBK0019,2011,2,2011-02-28,-0.40188477924094357,,,-80.1259,33.0377,24.4,,,,,18.39599952697754
122,122,GHCND:US1SCBK0019,2011,3,2011-03-31,0.2867801274090438,,,-80.1259,33.0377,24.4,,,,,18.425999450683594
123,123,GHCND:US1SCBK0019,2011,4,2011-04-30,-0.5496622872614499,,,-80.1259,33.0377,24.4,,,,,20.003999710083008
124,124,GHCND:US1SCBK0019,2011,5,2011-05-31,-1.1326908642010476,,,-80.1259,33.0377,24.4,,,,,22.88799934387207
125,125,GHCND:US1SCBK0019,2011,6,2011-06-30,-0.3339812117242107,,,-80.1259,33.0377,24.4,,,,,26.767998886108398
126,126,GHCND:US1SCBK0019,2011,7,2011-07-31,-0.005674695313795164,,,-80.1259,33.0377,24.4,,,,,28.013999557495122
127,127,GHCND:US1SCBK0019,2011,8,2011-08-31,1.6494773718335356,,,-80.1259,33.0377,24.4,,,,,28.73199958801269
128,128,GHCND:US1SCBK0019,2011,9,2011-09-30,-0.8491875348164517,,,-80.1259,33.0377,24.4,,,,,27.96799926757813
129,129,GHCND:US1SCBK0019,2011,10,2011-10-31,-0.9227451201459578,,,-80.1259,33.0377,24.4,,,,,25.09999923706055
130,130,GHCND:US1SCBK0019,2011,11,2011-11-30,-0.6697165432063606,,,-80.1259,33.0377,24.4,,,,,21.3299991607666
131,131,GHCND:US1SCBK0019,2011,12,2011-12-31,-1.0684261956831973,,,-80.1259,33.0377,24.4,,,,,20.733999633789058
132,132,GHCND:US1SCBK0019,2012,1,2012-01-31,-1.0567327120936127,,,-80.1259,33.0377,24.4,,,,,19.179999542236327
133,133,GHCND:US1SCBK0019,2012,2,2012-02-29,0.09811522075905654,,,-80.1259,33.0377,24.4,,,,,19.013999557495122
134,134,GHCND:US1SCBK0019,2012,3,2012-03-31,1.736780127409044,,,-80.1259,33.0377,24.4,,,,,20.293999862670894
135,135,GHCND:US1SCBK0019,2012,4,2012-04-30,0.19033771273855038,,,-80.1259,33.0377,24.4,,,,,21.133999633789067
136,136,GHCND:US1SCBK0019,2012,5,2012-05-31,0.4973091357989523,,,-80.1259,33.0377,24.4,,,,,23.96399955749512
137,137,GHCND:US1SCBK0019,2012,6,2012-06-30,0.8460187882757895,,,-80.1259,33.0377,24.4,,,,,25.753998947143554
138,138,GHCND:US1SCBK0019,2012,7,2012-07-31,-0.595674695313795,,,-80.1259,33.0377,24.4,,,,,28.09599952697754
139,139,GHCND:US1SCBK0019,2012,8,2012-08-31,-0.2305226281664643,,,-80.1259,33.0377,24.4,,,,,28.04199981689453
140,140,GHCND:US1SCBK0019,2012,9,2012-09-30,-0.4791875348164518,,,-80.1259,33.0377,24.4,,,,,27.47199935913086
141,141,GHCND:US1SCBK0019,2012,10,2012-10-31,-0.8327451201459583,,,-80.1259,33.0377,24.4,,,,,25.52799987792969
142,142,GHCND:US1SCBK0019,2012,11,2012-11-30,-0.7497165432063608,,,-80.1259,33.0377,24.4,,,,,21.70799942016601
143,143,GHCND:US1SCBK0019,2012,12,2012-12-31,-0.25842619568319747,,,-80.1259,33.0377,24.4,,,,,22.39799919128418
144,144,GHCND:US1SCBK0019,2013,1,2013-01-31,-0.9267327120936125,,,-80.1259,33.0377,24.4,,,,,21.823999786376948
145,145,GHCND:US1SCBK0019,2013,2,2013-02-28,0.7981152207590565,,,-80.1259,33.0377,24.4,,,,,20.77999954223633
146,146,GHCND:US1SCBK0019,2013,3,2013-03-31,0.5567801274090438,,,-80.1259,33.0377,24.4,,,,,19.71199951171875
147,147,GHCND:US1SCBK0019,2013,4,2013-04-30,0.030337712738550238,,,-80.1259,33.0377,24.4,,,,,19.557999038696288
148,148,GHCND:US1SCBK0019,2013,5,2013-05-31,-0.5926908642010476,,,-80.1259,33.0377,24.4,,,,,22.405999374389648
149,149,GHCND:US1SCBK0019,2013,6,2013-06-30,-0.18398121172421011,,,-80.1259,33.0377,24.4,,,,,26.10399932861328
150,150,GHCND:US1SCBK0019,2013,7,2013-07-31,1.9443253046862048,,,-80.1259,33.0377,24.4,,,,,27.25999946594239
151,151,GHCND:US1SCBK0019,2013,8,2013-08-31,0.06947737183353553,,,-80.1259,33.0377,24.4,,,,,28.131999588012697
152,152,GHCND:US1SCBK0019,2013,9,2013-09-30,-1.3291875348164517,,,-80.1259,33.0377,24.4,,,,,27.46399955749512
153,153,GHCND:US1SCBK0019,2013,10,2013-10-31,-1.2727451201459579,,,-80.1259,33.0377,24.4,,,,,24.733999252319336
154,154,GHCND:US1SCBK0019,2013,11,2013-11-30,0.4802834567936396,,,-80.1259,33.0377,24.4,,,,,21.94399909973145
155,155,GHCND:US1SCBK0019,2013,12,2013-12-31,-0.5284261956831976,,,-80.1259,33.0377,24.4,,,,,21.48199958801269
156,156,GHCND:US1SCBK0019,2014,1,2014-01-31,-0.596732712093613,,,-80.1259,33.0377,24.4,,,,,20.02199935913086
157,157,GHCND:US1SCBK0019,2014,2,2014-02-28,0.7681152207590565,,,-80.1259,33.0377,24.4,,,,,20.619999313354487
158,158,GHCND:US1SCBK0019,2014,3,2014-03-31,-0.18321987259095596,,,-80.1259,33.0377,24.4,,,,,21.75599899291992
159,159,GHCND:US1SCBK0019,2014,4,2014-04-30,1.04033771273855,,,-80.1259,33.0377,24.4,,,,,21.25599975585937
160,160,GHCND:US1SCBK0019,2014,5,2014-05-31,0.5373091357989535,,,-80.1259,33.0377,24.4,,,,,22.901999282836915
161,161,GHCND:US1SCBK0019,2014,6,2014-06-30,-0.3839812117242103,,,-80.1259,33.0377,24.4,,,,,25.969999694824214
162,162,GHCND:US1SCBK0019,2014,7,2014-07-31,0.034325304686205094,,,-80.1259,33.0377,24.4,,,,,28.149999618530273
163,163,GHCND:US1SCBK0019,2014,8,2014-08-31,-0.6705226281664645,,,-80.1259,33.0377,24.4,,,,,28.725999069213863
164,164,GHCND:US1SCBK0019,2014,9,2014-09-30,-0.37918753481645173,,,-80.1259,33.0377,24.4,,,,,28.46399955749512
165,165,GHCND:US1SCBK0019,2014,10,2014-10-31,-1.0127451201459587,,,-80.1259,33.0377,24.4,,,,,25.239999389648442
166,166,GHCND:US1SCBK0019,2014,11,2014-11-30,0.49028345679363916,,,-80.1259,33.0377,24.4,,,,,21.45799942016601
167,167,GHCND:US1SCBK0019,2014,12,2014-12-31,-0.17842619568319762,,,-80.1259,33.0377,24.4,,,,,21.02999954223633
168,168,GHCND:US1SCBK0019,2015,1,2015-01-31,0.5932672879063869,,,-80.1259,33.0377,24.4,,,,,21.92799949645996
169,169,GHCND:US1SCBK0019,2015,2,2015-02-28,0.8681152207590563,,,-80.1259,33.0377,24.4,,,,,21.64399948120117
170,170,GHCND:US1SCBK0019,2015,3,2015-03-31,0.19678012740904416,,,-80.1259,33.0377,24.4,,,,,20.623999786376952
171,171,GHCND:US1SCBK0019,2015,4,2015-04-30,-0.15966228726145015,,,-80.1259,33.0377,24.4,,,,,20.789999389648443
172,172,GHCND:US1SCBK0019,2015,5,2015-05-31,-0.22269086420104722,,,-80.1259,33.0377,24.4,,,,,23.409999084472656
173,173,GHCND:US1SCBK0019,2015,6,2015-06-30,1.1760187882757898,,,-80.1259,33.0377,24.4,,,,,27.159999084472656
174,174,GHCND:US1SCBK0019,2015,7,2015-07-31,-0.5956746953137955,,,-80.1259,33.0377,24.4,,,,,27.949999237060545
175,175,GHCND:US1SCBK0019,2015,8,2015-08-31,-0.3305226281664646,,,-80.1259,33.0377,24.4,,,,,28.609999465942387
176,176,GHCND:US1SCBK0019,2015,9,2015-09-30,0.25081246518354794,,,-80.1259,33.0377,24.4,,,,,27.935999298095698
177,177,GHCND:US1SCBK0019,2015,10,2015-10-31,6.467254879854043,,,-80.1259,33.0377,24.4,,,,,24.96399955749512
178,178,GHCND:US1SCBK0019,2015,11,2015-11-30,-0.17971654320636077,,,-80.1259,33.0377,24.4,,,,,23.191999435424805
179,179,GHCND:US1SCBK0019,2015,12,2015-12-31,-0.5884261956831985,,,-80.1259,33.0377,24.4,,,,,21.757999801635737
180,180,GHCND:US1SCCR0004,2011,1,2011-01-31,-0.7367327120936128,,,-79.8336,32.8117,4.0,,,,,19.617999649047853
181,181,GHCND:US1SCCR0004,2011,2,2011-02-28,-0.4218847792409436,,,-79.8336,32.8117,4.0,,,,,18.39599952697754
182,182,GHCND:US1SCCR0004,2011,3,2011-03-31,-0.2032198725909562,,,-79.8336,32.8117,4.0,,,,,18.425999450683594
183,183,GHCND:US1SCCR0004,2011,4,2011-04-30,-0.58966228726145,,,-79.8336,32.8117,4.0,,,,,20.003999710083008
184,184,GHCND:US1SCCR0004,2011,5,2011-05-31,-1.2826908642010475,,,-79.8336,32.8117,4.0,,,,,22.88799934387207
185,185,GHCND:US1SCCR0004,2011,6,2011-06-30,-1.0139812117242106,,,-79.8336,32.8117,4.0,,,,,26.767998886108398
186,186,GHCND:US1SCCR0004,2011,7,2011-07-31,0.5343253046862049,,,-79.8336,32.8117,4.0,,,,,28.013999557495122
187,187,GHCND:US1SCCR0004,2011,8,2011-08-31,0.2994773718335355,,,-79.8336,32.8117,4.0,,,,,28.73199958801269
188,188,GHCND:US1SCCR0004,2011,9,2011-09-30,-0.8391875348164517,,,-79.8336,32.8117,4.0,,,,,27.96799926757813
189,189,GHCND:US1SCCR0004,2011,10,2011-10-31,-1.1227451201459577,,,-79.8336,32.8117,4.0,,,,,25.09999923706055
190,190,GHCND:US1SCCR0004,2011,11,2011-11-30,-0.009716543206360617,,,-79.8336,32.8117,4.0,,,,,21.3299991607666
191,191,GHCND:US1SCCR0004,2011,12,2011-12-31,-1.2184261956831974,,,-79.8336,32.8117,4.0,,,,,20.733999633789058
192,192,GHCND:US1SCCR0004,2012,1,2012-01-31,-1.1767327120936129,,,-79.8336,32.8117,4.0,,,,,19.179999542236327
193,193,GHCND:US1SCCR0004,2012,2,2012-02-29,0.2581152207590567,,,-79.8336,32.8117,4.0,,,,,19.013999557495122
194,194,GHCND:US1SCCR0004,2012,3,2012-03-31,1.966780127409044,,,-79.8336,32.8117,4.0,,,,,20.293999862670894
195,195,GHCND:US1SCCR0004,2012,4,2012-04-30,-1.0496622872614498,,,-79.8336,32.8117,4.0,,,,,21.133999633789067
196,196,GHCND:US1SCCR0004,2012,5,2012-05-31,-0.5626908642010475,,,-79.8336,32.8117,4.0,,,,,23.96399955749512
197,197,GHCND:US1SCCR0004,2012,6,2012-06-30,0.06601878827578944,,,-79.8336,32.8117,4.0,,,,,25.753998947143554
198,198,GHCND:US1SCCR0004,2012,7,2012-07-31,-0.625674695313795,,,-79.8336,32.8117,4.0,,,,,28.09599952697754
199,199,GHCND:US1SCCR0004,2012,8,2012-08-31,2.5994773718335358,,,-79.8336,32.8117,4.0,,,,,28.04199981689453
200,200,GHCND:US1SCCR0004,2012,9,2012-09-30,-1.7691875348164519,,,-79.8336,32.8117,4.0,,,,,27.47199935913086
201,201,GHCND:US1SCCR0004,2012,10,2012-10-31,-1.3527451201459582,,,-79.8336,32.8117,4.0,,,,,25.52799987792969
